Title,Link,Price,Engine_Capacity,Transmission,Steering,Type,Color,Manufactured_Year,Imported_Year,Fuel_Type,Interior_Color,Leasing,Drive_Type,Mileage,Condition
"Mercedes-Benz Sprinter, 2013/2016",https://www.unegui.mn/adv/9867457_mercedes-benz-sprinter-2013-2016/,62 сая₮,2.1 л,Механик,Зөв,Гэр бүлийн,Цагаан,2013,2016,Дизель,Лизинггүй,Лизинггүй,Хойноо RWD,1 км,Дугаар авсан
"Toyota Prius PRIME 52, 2018/2025",https://www.unegui.mn/adv/9867450_toyota-prius-prime-52-2018-2025/,29 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,11100 км,Дугаар аваагүй
"Mitsubishi Delica, 2017/2025",https://www.unegui.mn/adv/9837713_mitsubishi-delica-2017-2025/,36 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Хар,2017,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,125000 км,Дугаар аваагүй
"Nissan Sunny, 2012/2012",https://www.unegui.mn/adv/9867396_nissan-sunny-2012-2012/,14.5 сая₮,1.5 л,Автомат,Зөв,Суудлын тэрэг,Сувдан цагаан,2012,2012,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,158000 км,Дугаар авсан
"Toyota Sai, 2010/2022",https://www.unegui.mn/adv/9823696_toyota-sai-2010-2022/,15.5 сая₮17 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2022,Бензин,Лизинггүй,Лизинггүй,Хойноо RWD,100000 км,Дугаар авсан
"Land Rover Discovery, 2019/2024",https://www.unegui.mn/adv/9435451_land-rover-discovery-2019-2024/,119 сая₮,2.0 л,Автомат,Зөв,Жийп,Цагаан,2019,2024,Дизель,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,140000 км,Дугаар аваагүй
"Toyota Harrier, 2015/2021",https://www.unegui.mn/adv/9867200_toyota-harrier-2015-2021/,41 сая₮,2.5 л,Автомат,Буруу,Жийп,Хар,2015,2021,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,140000 км,Дугаар авсан
"Subaru Forester, 2021/2025",https://www.unegui.mn/adv/9866843_subaru-forester-2021-2025/,60 сая₮,2.5 л,Автомат,Буруу,Жийп,Хүрэн,2021,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,64000 км,Дугаар аваагүй
"BMW X1, 2011/2020",https://www.unegui.mn/adv/9800670_bmw-x1-2011-2020/,18 сая₮,2.0 л,Автомат,Буруу,Жийп,Хөх,2011,2020,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,68000 км,Дугаар авсан
"Hyundai Starex, 2017/2025",https://www.unegui.mn/adv/9867140_hyundai-starex-2017-2025/,69 сая₮,2.5 л,Автомат,Зөв,Суудлын тэрэг,Хар саарал,2017,2025,Дизель,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,106688 км,Дугаар авсан
"Ford Explorer, 2017/2025",https://www.unegui.mn/adv/9864614_ford-explorer-2017-2025/,65 сая₮,2.3 л,Автомат,Зөв,Жийп,Хар саарал,2017,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,95 км,Дугаар аваагүй
"Lexus RX 350, 2021/2025",https://www.unegui.mn/adv/9866875_lexus-rx-350-2021-2025/,130 сая₮,3.5 л,Автомат,Зөв,Жийп,Шар,2021,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,40000 км,Дугаар аваагүй
"Lexus GX, 2017/2020",https://www.unegui.mn/adv/9583841_lexus-gx-2017-2020/,130 сая₮,4.6 л,Автомат,Зөв,Жийп,Цагаан,2017,2020,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,154000 км,Дугаар авсан
"Suzuki Vitara, 2019/2024",https://www.unegui.mn/adv/9779324_suzuki-vitara-2019-2024/,35 сая₮,1.4 л,Автомат,Буруу,Суудлын тэрэг,Шар,2019,2024,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,38200 км,Дугаар авсан
"Kia Cadenza/K7, 2016/2025",https://www.unegui.mn/adv/9866922_kia-cadenza-k7-2016-2025/,39 сая₮,2.4 л,Автомат,Зөв,Суудлын тэрэг,Бусад,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,95431 км,Дугаар аваагүй
"Toyota Tundra, 2012/2025",https://www.unegui.mn/adv/9691159_toyota-tundra-2012-2025/,65 сая₮,5.7 л,Автомат,Зөв,Жийп,Бор,2012,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,129000 км,Дугаар авсан
"Toyota Crown, 2014/2023",https://www.unegui.mn/adv/9859682_toyota-crown-2014-2023/,34 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2014,2023,Хайбрид,Лизинггүй,Лизинггүй,Хойноо RWD,238000 км,Дугаар авсан
"MG Бусад, 2022/2024",https://www.unegui.mn/adv/9807674_mg-busad-2022-2024/,38.5 сая₮,1.5 л,Автомат,Зөв,Жийп,Хар,2022,2024,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,0 км,Дугаар аваагүй
"Hyundai Starex, 2019/2024",https://www.unegui.mn/adv/9308787_hyundai-starex-2019-2024/,69 сая₮,2.5 л,Автомат,Зөв,Гэр бүлийн,Хар,2019,2024,Дизель,Лизинггүй,Лизинггүй,Хойноо RWD,43400 км,Дугаар авсан
"Nissan X-Trail, 2015/2024",https://www.unegui.mn/adv/9604335_nissan-x-trail-2015-2024/,30 сая₮,2.0 л,Автомат,Буруу,Жийп,Сувдан цагаан,2015,2024,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,178000 км,Дугаар авсан
"Toyota Voxy, 2015/2025",https://www.unegui.mn/adv/9604351_toyota-voxy-2015-2025/,35 сая₮,2.0 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2015,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,164000 км,Дугаар аваагүй
"Toyota Sai, 2010/2025",https://www.unegui.mn/adv/9729738_toyota-sai-2010-2025/,27 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,158000 км,Дугаар аваагүй
"Toyota Fielder, 2008/2017",https://www.unegui.mn/adv/9866717_toyota-fielder-2008-2017/,9.5 сая₮,2.0 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2008,2017,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,260000 км,Дугаар авсан
"Toyota Sai, 2016/2025",https://www.unegui.mn/adv/9787407_toyota-sai-2016-2025/,36.5 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Ягаан,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,108000 км,Дугаар аваагүй
"Toyota Sai, 2010/2025",https://www.unegui.mn/adv/9729662_toyota-sai-2010-2025/,26 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,110000 км,Дугаар аваагүй
"Toyota Fielder, 2013/2019",https://www.unegui.mn/adv/9866498_toyota-fielder-2013-2019/,10.5 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2019,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,219000 км,Дугаар авсан
"Toyota Prius 20, 2009/2021",https://www.unegui.mn/adv/9866396_toyota-prius-20-2009-2021/,15.6 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2009,2021,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,125000 км,Дугаар авсан
"Toyota 4Runner, 2015/2025",https://www.unegui.mn/adv/9866355_toyota-4runner-2015-2025/,120 сая₮,4.0 л,Автомат,Зөв,Жийп,Хар,2015,2025,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,110 км,Дугаар авсан
"Mercedes-Benz G-Class, 2016/2016",https://www.unegui.mn/adv/9717695_mercedes-benz-g-class-2021-2021/,280 сая₮,5.4 л,Автомат,Зөв,Жийп,Хар,2016,2016,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,45000 км,Дугаар авсан
"Ford Ranger, 2011/2012",https://www.unegui.mn/adv/9866264_ford-ranger-2011-2012/,25 сая₮,2.5 л,Механик,Зөв,Жийп,Цагаан,2011,2012,Дизель,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,100 км,Дугаар авсан
"Toyota Aqua, 2013/2023",https://www.unegui.mn/adv/9866175_toyota-aqua-2013-2023/,12.8 сая₮13.5 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Шар,2013,2023,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,170000 км,Дугаар авсан
"Toyota Noah, 2015/2025",https://www.unegui.mn/adv/9683888_toyota-noah-2015-2025/,31 сая₮,1.8 л,Автомат,Буруу,Гэр бүлийн,Саарал,2015,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,165000 км,Дугаар аваагүй
"Toyota Sai, 2015/2022",https://www.unegui.mn/adv/9802650_toyota-sai-2015-2022/,28 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2015,2022,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,176000 км,Дугаар авсан
"BYD Бусад, 2025/2025",https://www.unegui.mn/adv/9866094_byd-busad-2025-2025/,150 сая₮,1.5 л,Автомат,Зөв,Жийп,Хар,2025,2025,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,0 км,00 гүйлттэй
"Toyota Prius 41, 2016/2025",https://www.unegui.mn/adv/9017877_toyota-prius-41-2016-2025/,35 сая₮37.15 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2016,2025,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,267966 км,Дугаар аваагүй
"Toyota Crown, 2018/2025",https://www.unegui.mn/adv/9865286_toyota-crown-2018-2025/,45 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2018,2025,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,200000 км,Дугаар аваагүй
"Lexus RX 200t, 2016/2024",https://www.unegui.mn/adv/9865979_lexus-rx-200t-2016-2024/,85 сая₮,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2024,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,101000 км,Дугаар авсан
"Ford Mustang, 2013/2015",https://www.unegui.mn/adv/9619260_ford-mustang-2013-2015/,50 сая₮,3.6 л,Автомат,Зөв,Суудлын тэрэг,Цагаан,2013,2015,Бензин,Лизинггүй,Лизинггүй,Хойноо RWD,43550 км,Дугаар авсан
"Mercedes-Benz GL-Class, 2017/2019",https://www.unegui.mn/adv/9751653_mercedes-benz-gl-class-2017-2019/,85 сая₮,3.6 л,Автомат,Зөв,Жийп,Хар,2017,2019,Бензин,Лизинггүй,Лизинггүй,Хойноо RWD,70000 км,Дугаар авсан
"Lexus RX 350, 2012/2022",https://www.unegui.mn/adv/9865925_lexus-rx-350-2012-2022/,65 сая₮,3.5 л,Автомат,Зөв,Жийп,Саарал,2012,2022,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,70000 км,Дугаар авсан
"Toyota Sienta, 2015/2025",https://www.unegui.mn/adv/9248458_toyota-sienta-2015-2025/,23 сая₮,1.5 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2015,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,155000 км,Дугаар аваагүй
"Jeep Cherokee, 2014/2020",https://www.unegui.mn/adv/9865782_jeep-cherokee-2014-2020/,28 сая₮32 сая₮,2.4 л,Автомат,Буруу,Жийп,Цагаан,2014,2020,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,980000 км,Дугаар авсан
"Changan CS, 2022/2022",https://www.unegui.mn/adv/9811315_changan-cs-2022-2022/,63 сая₮70 сая₮,1.5 л,Автомат,Зөв,Жийп,Хар,2022,2022,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,16000 км,Дугаар авсан
"Mercedes-Benz G-Class, 2022/2023",https://www.unegui.mn/adv/9853299_mercedes-benz-g-class-2022-2023/,440 сая₮,4.0 л,Автомат,Зөв,Жийп,Хар,2022,2023,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,37000 км,Дугаар авсан
"Ford Explorer, 2018/2025",https://www.unegui.mn/adv/9865713_ford-explorer-2018-2025/,70 сая₮,2.3 л,Автомат,Зөв,Жийп,Хар саарал,2018,2025,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,111 км,Дугаар аваагүй
"Lexus GS, 2014/2024",https://www.unegui.mn/adv/9572574_lexus-gs-2014-2024/,41 сая₮44 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2024,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,11223 км,Дугаар авсан
"Lexus NX, 2014/2025",https://www.unegui.mn/adv/9834112_lexus-nx-2014-2025/,59.5 сая₮,2.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2014,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,177000 км,Дугаар аваагүй
"Subaru Forester, 2016/2025",https://www.unegui.mn/adv/9790456_subaru-forester-2016-2025/,33 сая₮,2.0 л,Автомат,Буруу,Жийп,Улаан,2016,2025,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,100 км,Дугаар авсан
"Toyota Axio, 2015/2021",https://www.unegui.mn/adv/9510972_toyota-corolla-2015-2020/,17.5 сая₮,1.4 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2015,2021,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,140000 км,Дугаар авсан
"Mitsubishi Outlander, 2015/2025",https://www.unegui.mn/adv/9828504_mitsubishi-outlander-2015-2025/,39.8 сая₮,2.0 л,Автомат,Буруу,Жийп,Ягаан,2015,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,145500 км,Дугаар аваагүй
"Mitsubishi Outlander, 2015/2025",https://www.unegui.mn/adv/9430725_mitsubishi-outlander-2015-2025/,37.8 сая₮43.8 сая₮,2.0 л,Автомат,Буруу,Жийп,Бор,2015,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,160000 км,Дугаар аваагүй
"Mitsubishi Outlander, 2015/2024",https://www.unegui.mn/adv/8921652_mitsubishi-outlander-2015-2024/,37.8 сая₮43.8 сая₮,2.0 л,Автомат,Буруу,Жийп,Улаан,2015,2024,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,126000 км,Дугаар аваагүй
"Lexus LX 600, 2024/2025",https://www.unegui.mn/adv/9865487_lexus-lx-600-2024-2025/,445 сая₮,3.5 л,Автомат,Зөв,Жийп,Хар,2024,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,4000 км,Дугаар авсан
"Suzuki Jimny, 2017/2025",https://www.unegui.mn/adv/9810864_suzuki-jimny-2017-2025/,26 сая₮,0.6 л,Механик,Буруу,Жийп,Хар,2017,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,137279 км,Дугаар авсан
"Lexus HS, 2012/2025",https://www.unegui.mn/adv/9865388_lexus-hs-2012-2025/,33 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2012,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,26000 км,Дугаар авсан
"Toyota 4Runner, 2016/2025",https://www.unegui.mn/adv/9353468_toyota-4runner-2016-2025/,135 сая₮,4.0 л,Автомат,Зөв,Жийп,Хар,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,100 км,Дугаар аваагүй
"Lexus LX 470, 2025/2025",https://www.unegui.mn/adv/9520886_lexus-lx-2025-2025/,520 сая₮560 сая₮,3.5 л,Автомат,Зөв,Жийп,Ногоон,2025,2025,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,1 км,Дугаар аваагүй
"Toyota 4Runner, 2019/2025",https://www.unegui.mn/adv/9353903_toyota-4runner-2019-2025/,150 сая₮,4.0 л,Автомат,Зөв,Жийп,Цагаан,2019,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,100 км,Дугаар аваагүй
"Mitsubishi Pajero, 1998/2016",https://www.unegui.mn/adv/9412908_mitsubishi-pajero-1998-2016/,70 сая₮,3.5 л,Автомат,Буруу,Жийп,Цагаан,1998,2016,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,100000 км,Дугаар авсан
"Toyota Prius 51, 2019/2025",https://www.unegui.mn/adv/9563401_toyota-prius-51-2019-2025/,37 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2019,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,141173 км,Дугаар аваагүй
"Nissan X-Trail, 2018/2025",https://www.unegui.mn/adv/9865258_nissan-x-trail-2018-2025/,35 сая₮,2.0 л,Автомат,Буруу,Жийп,Сувдан цагаан,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,204000 км,Дугаар аваагүй
